1,"Bilgi ve Bilgi İşleme
3,Medya Teknolojileri,Media Technologies
3,"Örgütsel, Kişilerarası ve Kültürlerarası İletişim","Organisational, Interpersonal and Intercultural Communication"
3,Radyo Programcılığı,Radio Programming
3,Radyo Yayıncılığı,Radio Broadcasting
3,Radyo-Televizyon,Radio-Television
3,Sosyal Medya Çalışmaları,Social Media Studies
3,Sosyal Medya Uygulamaları ve Analizi,Social Media Applications and Analysis
3,Televizyon Programcılığı,Television Programming
3,Televizyon Yayıncılığı,Television Broadcasting
3,Transmedya,Transmedia
3,Uluslararası ve Kalkınma İletişimi,International and Development Communication
3,Yeni İletişim Teknolojileri,New Communication Technologies
3,Yeni Medya,New Media
3,İletişim ve Medya Çalışmaları (Diğer),Communication and Media Studies (Other)
2,Kültürel çalışmalar,Cultural Studies
3,"Asya Kültürü
Çalışmaları","Asian Cultural
Studies"
3,Çevre ve Kültür,Environment and Culture
3,Çok Kültürlü ve Kültürlerarası Çalışmalar,"Multicultural, Intercultural and Cross-Cultural Studies"
3,"Ekran ve Medya
Kültürü","Screen and Media
Culture"
3,Göçmen Kültürü Çalışmaları,Migrant Cultural Studies
3,Günlük Yaşam ve Tüketim,Consumption and Everyday Life
3,"Kültür, Temsil ve Kimlik","Culture, Representation and Identity"
3,Kültürel Teori,Cultural Theory
3,Kültürel ve Yaratıcı Endüstriler,Cultural and Creative Industries
3,Küreselleşme ve Kültür,Globalisation and Culture
3,Postkolonyal Çalışmalar,Postcolonial Studies
3,Sanat ve Kültür Politikası,Arts and Cultural Policy
3,"Tarım, Yiyecek ve İçeceğin Kültürel Çalışmaları","Cultural Studies of Agriculture, Food and Beverage"
3,Ulus ve Bölgenin Kültürel Çalışmaları,Cultural Studies of Nation and Region
3,Kültürel çalışmalar (Diğer),Cultural Studies (Other)
2,Reklamcılık,Advertising
3,Dijital Reklamcılık,Digital Advertising
3,Reklam Araştırmaları,Advertising Studies
3,Reklam Çözümlemesi,Advertising Analysis
3,Reklam Kampanyaları,Advertising Campaigns
3,Reklam Stratejileri,Advertising Strategies
3,Reklam Yazarlığı,Ad Writing
3,Reklam-Medya Planlamaları,Advertising Media Planning
3,Siyasal Reklamcılık,Political Advertising
3,Sosyal Reklamcılık,Social Advertising
3,Reklamcılık (Diğer),Advertising (Other)
2,Türk Dili ve Edebiyatı,Turkish Language and Literature
3,"Eski Türk Dili (Orhun, Uygur, Karahanlı)","Old Turkic Language (Orhon, Uyghur, Karahan)"
3,Osmanlı Sahası Dışındaki Klasik Türk Edebiyatı,Classical Turkish Literature Out of Ottoman Field
3,Osmanlı Sahası Klasik Türk Edebiyatı,Classical Turkish Literature of Ottoman Field
3,"Tarihi Kuzey Doğu Türk Dili (Harezm, Kıpçak, Çağatay)","Historical North East Turkish Language (Khwarezm, Kipchak, Chagatai)"
3,Türkiye Sahası Yeni Türk Edebiyatı,Modern Turkish Literature in Turkiye Field
3,"Yeni Türk Dili (Eski Anadolu, Osmanlı, Türkiye Türkçesi)","New Turkish Language (Turkish of Old Anatolia, Ottoman, Turkiye)"
3,Anadolu Dilleri,Anatolian Languages
3,Türk Halk Edebiyatı,"Turkish Folk
Literature"
3,Klasik Türk Edebiyatı,Classical Turkish Literature
3,Türk Dili ve Edebiyatı (Diğer),Turkish Language and Literature (Other)
2,Türk Halk Bilimi,Turkish Folklore
3,Alevilik Bektaşilik Araştırmaları,Alawism Bektashism Studies
3,Türkiye Dışındaki Türk Halk Bilimi,Turkish Community Science Out of Turkiye
3,"Türkiye Sahası Türk
Halk Bilimi",Turkish Community Science in Turkish Field
3,Türk Halk Bilimi (Diğer),Turkish Folklore (Other)
1,Eğitim,Education
2,Eğitimde Ölçme ve Değerlendirme,Open and Distance Learning
3,Eğitimde ve Psikolojide Ölçme Teorileri ve Uygulamaları,Measurement Theories and Applications in Education and Psychology
3,Ölçek Geliştirme,Scale Development
3,Standart Belirleme ve Normlar,Setting Standards and Norms
3,Kültürlerarası Ölçek Uyarlama,Cross-Cultural Scale Adaptation
3,Sınıfiçi Ölçme Uygulamaları,Classroom Measurement Practices
2,Bilgisayar Tabanlı Sınav Uygulamaları,Computer Based Exam Applications
3,Ulusal ve Uluslararası Başarı Karşılaştırmaları,National and International Success Comparisons
3,Eğitimin Kültürler Arası Karşılaştırmaları:Ul uslararası Sınavlar,Cross-Cultural Comparisons of Education: International Examinations
3,Similasyon çalışmaları,Similation Study
3,Eğitimde Ölçme ve Değerlendirme (Diğer),Measurement and Evaluation in Education (Other)
2,"Eğitim Yönetimi, Teftişi, Planlaması ve Ekonomisi","Educational Administration, Supervision, Planning and Economics"
3,Eğitim Yönetimi,"Education
Management"
3,Eğitimde Denetim,Supervision in Education
3,Eğitim Planlaması,Education Planning
3,Teftiş ve Planlama,Inspection and Planning
3,Eğitimde Liderlik,Leadership in Education
3,"Eğitim Yönetimi, Teftişi, Planlaması ve Ekonomisi (Diğer)","Educational Administration, Supervision, Planning and Economics (Other)"
2,Rehberlik ve Psikolojik Danışmanlık,Psychological Counseling and Guidance
3,Aile Danışmanlığı,Family Counseling
3,Kariyer Danışmanlığı,Career Counseling
3,Madde Bağımlılığı Danışmanlığı,Drug Addiction Consultancy
3,Okul Psikolojik Danışmanlığı,School Counseling
3,Psikolojik Danışmanlık Eğitimi,Psychological Counseling Education
3,Rehberlik ve Psikolojik Danışmanlık (Diğer),Psychological Counseling and Guidance (Other)
2,Eğitim Programları ve Öğretim,Curriculum and Instration
3,Eğitimde Program Geliştirme,Curriculum Development in Education
3,Eğitimde Program Değerlendirme,Curriculum Evaluation in Education
3,Program Tasarımı,Program Design
3,Öğrenme Kuramları,Learning Theories
3,Hizmetiçi Eğitim,In-Service Training
3,Eğitimde Hazırbulunuşluluk,Readiness in Education
3,Öğretim Kuramları,Curriculum Design Instructional Theories
3,Öğretim Tasarımı,Instructional Design
3,Öğretim Teknolojileri,Instructional Technologies
3,Informal Öğrenme,Informal Learning
3,Okul Dışı Öğrenme,Out-of-School Learning
3,"Hayat Boyu
Öğrenme",Lifelong learning
3,Yetişkin Eğitimi,Adult Education
3,Değerler Eğitimi,Values education
3,Eğitimin Felsefi ve Sosyal Temelleri,Philosophical and Social Foundations of Education
3,Eğitimin Psikolojik Temelleri,Psychological Foundations of Education
3,Çok Kültürlü Eğitim,Multicultural Education
3,"Karşılaştırmalı ve
Kültürlerarası Eğitim",Comparative and Cross-Cultural Education
3,Öğretmen Eğitimi ve Eğitimcilerin Mesleki Gelişimi,Teacher Education and Professional Development of Educators
3,Eğitim Programları ve Öğretim (Diğer),Curriculum and Instration (Other)
2,Temel Eğitim,Basic Training
3,Okul Öncesi Eğitim,Early Childhood Education
3,Sınıf Eğitimi,Classroom Education
3,İlköğretim,Primary Education
3,Temel Eğitim (Diğer),Basic Training (Other)
2,Fen ve Matematik Alanları Eğitimi,Science and Mathematics Education
3,Matematik Eğitimi,"Mathematics
Education"
3,Fizik Eğitimi,Physics Education
3,Kimya Eğitimi,Chemistry Education
3,Biyoloji Eğitimi,Biology Education
3,Fen Bilgisi Eğitimi,Science Education
3,STEM Eğitimi,STEM Education
3,Fen ve Matematik Alanları Eğitimi (Diğer),Science and Mathematics Education (Other)
2,Türkçe ve Sosyal Bilimler Eğitimi,Turkish and Social Sciences Education
3,Türkçe Eğitimi,Turkish Education
3,Türk Dili ve Edebiyatı Eğitimi,Turkish Language and Literature Education
3,Tarih Eğitimi,History Education
3,Coğrafya Eğitimi,Geography Education
3,Psikoloji Eğitimi,Psychology Education
3,Sosyoloji Eğitimi,Sociology Education
3,Felsefe Eğitimi,Philosophy Education
3,Sosyal Bilgiler Eğitimi,Social Studies Education
3,Din Eğitimi,Religious Education
3,Türkçe ve Sosyal Bilimler Eğitimi (Diğer),Turkish and Social Sciences Education (Diğer)
2,"Mesleki Eğitim ve
Öğretim",Vocational Education and Instraction
3,"Teknik, Mesleki ve
İş Yeri Eğitimi","Technical, Vocational and Workplace Education"
3,Mesleki Eğitim,Development of Vocational Education
3,"Mesleki Eğitim ve
Öğretim(Diğer)",Vocational Education and Instraction(Other)
2,Alan Eğitimleri,Other Fields of Education
3,Beden Eğitimi ve,Development of
,Eğitim,Physical Education
,Programlarının,and Education
,Geliştirilmesi,Programs
3,"Sosyal ve Beşeri Bilimler Eğitimi (Ekonomi, İşletme ve Yönetim Hariç)","Social and Humanities Education (Excluding Economics, Business and Management)"
3,"Bilim, Teknoloji ve Mühendislik Eğitimi ve Programlarının Geliştirilmesi","Development of Science, Technology and Engineering Education and Programs"
3,"Ekonomi, İşletme ve Yönetim Müfredatı ve Öğretimi","Curriculum and Teaching in Economics, Business and Management"
3,Çevre Eğitimi ve Programlarının Geliştirilmesi,Development of Environmental Education and Programs
3,"Sağlık Bilimleri Eğitimi ve Program Geliştirme: Tıp, Hemşirelik ve Sağlık Bilimleri","Health Sciences Education and Development of Programs: Medicine, Nursing and Health Sciences"
3,Çocuk Gelişimi Eğitimi,Child Development Education
3,Alan Eğitimleri (Diğer),Other Fields of Education (Other)
2,Sanat Eğitimi,Art Education
3,Yaratıcı Drama Eğitimi,Creative Drama Education
3,"Medya ve İletişim
Eğitimi",Development of Media and Communication Education and Programs
3,Güzel Sanatlar Eğitimi,Fine Arts Education
3,Müze Eğitimi,Museum Education
3,Sanat Eğitimi (Diğer),Art Education (Other)
2,Özel Eğitim ve Engelli Eğitimi,Special Education and Disabled Education
3,"Çoklu Engelli
Eğitimi","Multi Disabled
Education"
3,Görme Engelli Eğitimi,Sight Disabled Education
3,İşitme Engelli Eğitimi,Impaired Hearing Education
3,Konuşma Engelli Eğitimi,Speech Handicapped Education
3,Otistik Çocuklar Eğitimi,Education for Autistic Children
3,Özel Yetenekli Eğitimi,Special Talented Education
3,"Zihinsel Engelli
Eğitimi","Mental Disability
Education"
3,Otizm ve Spekrum Bozukluğu Eğitimi,Autism and Spectrum Disorder Education
3,Özel Eğitim ve Engelli Eğitimi (Diğer),Special Education and Disability (Other)
2,Yükseköğretim Çalışmaları,Higher Education Studies
3,Yükseköğretim Finansmanı,Higher Education Financing
3,Yükseköğretim Politikaları,Higher Education Policies
3,Yükseköğretim Sistemleri,Higher Education Systems
3,Yükseköğretim Yönetimi,Higher Education Management
3,Yükseköğretimde Kalite Güvencesi,Quality Assurance in Higher Education
3,Yükseköğretimde Program Geliştirme ve Yeterlilikler,Program Development and Qualifications in Higher Education
3,Yükseköğretimde Tanınma ve Denklik,Recognition and Equivalency in Higher Education
3,"Yükseköğretimde
Uluslararasılaşma","Internationalization
in Higher Education"
3,Lisans ve Lisansüstü Eğitim Programlarının Akretitasyonu,Accreditation of Undergraduate and Graduate Education Programs
3,Yükseköğretim Çalışmaları (Diğer),Higher Education Studies (Other)
2,Eğitim Üzerine Çalışmalar,Studies on Education
3,"Cinsiyet, Cinsellik ve Eğitim","Gender, Sexuality and Education"
3,Eğitim Politikası,Education Policy
3,Eğitim Teknolojisi ve Bilgi İşlem,Educational Technology and Computing
3,Kapsayıcı Eğitim,Inclusive Education
3,Öğrenme Analitiği,Learning Analytics
3,Öğrenme Bilimleri,Learning Sciences
3,"Öğretmen ve
Öğrenci Refahı","Teacher and
Student Wellbeing"
3,Eğitim Üzerine Çalışmalar (Diğer),Specialist Studies in Education (Other)
1,Ekonomi,Economics
2,Ekonometri,Econometrics
3,Ekonometri Teorisi,"Econometrics
Theory"
3,Ekonometrik ve İstatistiksel Yöntemler,Econometric and Statistical Methods
3,Ekonomik Modeller ve Öngörü,Economic Models and Forecasting
3,Karşılaştırmalı Ekonomik Sistemler,Comparative Economic Systems
3,Panel Veri Analizi,Panel Data Analysis
3,Uygulamalı Makro Ekonometri,Applied Macroeconometrics
3,Uygulamalı Mikro Ekonometri,Applied Microeconometrics
3,Yatay Kesit Analizi,Cross-Sectional Analysis
3,Zaman Serileri Analizi,Time-Series Analysis
3,Yöneylem Araştırması,Operations Research
3,Ekonometri (Diğer),Econometrics (Other)
2,Ekonomi Teorisi,Economic Theory
3,Ekolojik İktisat,Ecological Economics
3,"Ekonomi Politik
Teorisi","Political Economy
Theory"
3,Feminist Ekonomi,Feminist Economy
3,Heterodoks İktisat,Heterodox Economics
3,İktisat Metodolojisi,Economic Methodology
3,İslam Ekonomisi,Islamic Economy
3,Kurumsal İktisat Teorisi,Institutional Economics Theory
3,Makroekonomik Teori,Macroeconomic Theory
3,Matematiksel İktisat,Mathematical Economics
3,Mikroekonomik Teori,Microeconomic Theory
3,Radikal İktisat,Radical Economy
3,Ekonomi Teorisi (Diğer),Economic Theory (Other)
2,Makro İktisat,Macroeconomics
3,Büyüme,Growth
3,Enflasyon,Inflation
3,İstihdam,Employment
3,"Kalkınma
Ekonomisi - Makro","Development
Economics - Macro"
3,Kayıt Dışı Ekonomi,Informal Economy
3,Konjonktür Dalgalanmaları,Cyclical Fluctuations
3,Maliye Politikası,Policy of Treasury
3,Para Politikası,Monetary Policy
3,Para-Bankacılık,Monetary-Banking
3,Sermaye Piyasaları,Capital Market
3,Uluslararası Finans,International Finance
3,İktisadi Düşünceler,Economic Thought
3,Döngüsel Ekonomi,Circular Economy
3,Göç Ekonomisi,Migration Economics
3,Uzay Ekonomisi,Space Economy
3,Gelişme Ekonomisi,Development Economics
3,Afet Ekonomisi,Disaster Economy
3,Makro İktisat (Diğer),Macroeconomics (Other)
2,Mikro İktisat,Microeconomics
3,Bölgesel Ekonomi,Regional Economy
3,Çalışma Ekonomisi,Labor Economics
3,Çevre Ekonomisi,Environmental Economy
3,Davranışsal İktisat,Behavioural Economy
3,Deneysel İktisat,Experimental Economy
3,Doğal Kaynaklar Ekonomisi,Natural Resources Economy
3,Finansal Ekonomi,Financial Economy
3,Hukuk ve İktisat,Law and Economy
3,İktisadi Tasarım,Economic Design
3,İktisat Teorisi,Theory of Economy
3,Kalkınma Ekonomisi - Mikro,Developmental Economy - Micro
3,Kent Ekonomisi,Urban Economy
3,Kurumsal İktisat,Institutional Economics
3,Oyun Teorisi,Game Theory
3,Politik Ekonomi,Political Economy
3,Refah Ekonomisi,Welfare Economics
3,Sanayi Ekonomisi,Industrial Economy
3,Suç Ekonomisi,Criminal Economy
3,Mikro İktisat (Diğer),"Microeconomics
(Other)"
2,Uluslararası İktisat,International Economics
3,Avrupa Birliği Ekonomisi,European Union Economy
3,Uluslararası İktisadi Kuruluşlar,International Economic Foundation
3,Uluslararası İktisatta Bölgesel Gelişme ve Küreselleşme,Regional Development and Globalisation in International Economics
3,"Uluslararası
İşletmecilik","International
Corporation"
3,Dış Ticaret,Foreign Trade
3,Dış Ticaret Politikaları,Foreign Trade Policy
3,Ekonomi Diplomasisi,Economic Diplomacy
3,Uluslararası İktisat (Diğer),International Economics (Other)
2,Uygulamalı Ekonomi,Applied Economics
3,Eğitim Ekonomisi,Economics of Education
3,Ev Ekonomisi,Domestic Economy
3,Gemilerde Enerji Ekonomisi,Energy Economy On Ships
3,İletişim Ekonomisi,Communication Economy
3,Kamu Ekonomisi,Public Economy
3,"Kamu Ekonomisi -
Kamu Seçimi","Public Economics -
Public Choice"
3,Kamu Ekonomisi - Kamuya Sağlanan Mallar,Public Economics - Publicly Provided Goods
3,Kamu Ekonomisi - Vergilendirme ve Gelir,Public Economics - Taxation and Revenue
3,Mühendislik Ekonomisi,Engineering Economy
3,Örgüt Ekonomisi,Organisation Economy
3,Sağlık Ekonomisi,Health Economy
3,"Şehir Ekonomisi (
Kent Ekonomisi)",Urban Economics
3,Sigorta Ekonomisi,Insurance Economy
3,Sürdürülebilir Kalkınma,Sustainable Development
3,Tarım Ekonomisi,Agricultural Economics
3,Tekstil Ekonomisi,Textile Economy
3,Turizm Ekonomisi,Tourism Economics
3,Ulaşım Ekonomisi,Transport Economics
3,Yeşil Ekonomi,Green Economy
3,"Uygulamalı
Ekonomi (Diğer)","Applied Economics
(Other)"
1,Felsefe,Philosophy
2,Sistematik Felsefe,Systematic Philosophy
3,Metafelsefe,Metaphilosophy
3,Bilgi Felsefesi,Epistemology
3,Bilim Felsefesi,Philosophy of Science
3,Bilişim Felsefesi,Philosophy of Informatics
3,Çevre Felsefesi,Philosophy of Environment
3,Değer Felsefesi,Philosophy of Value
3,Devlet Felsefesi,Philosophy of State
3,Dil Felsefesi,Philosophy of Language
3,Din Felsefesi,Philosophy of Religion
3,Eğitim Felsefesi,"Philosophy of
Education"
3,Estetik,Aesthetics
3,Etik,Ethics
3,Hukuk Felsefesi,Philosophy of Law
3,İktisat Felsefesi,"Philosophy of
Economics"
3,İnsan Felsefesi,"Philosophy
of Human Being"
3,İslam Felsefesi,Islamic Philosophy
3,Kültür Felsefesi,Philosophy of Culture
3,Mantık Felsefesi,Philosophy of Logic
3,Metafizik,Metaphysics
3,Varlık Felsefesi,Ontology
3,Sanat Felsefesi,Philosophy of Art
3,Siyaset Felsefesi,Philosophy of Society
3,Tarih Felsefesi,Philosophy of History
3,Teknoloji Felsefesi,Philosophy of Technology
3,Toplum Felsefesi,Philosophy of Society
3,Türk İslam Felsefesi,"Turkish Islamic
Philosophy"
3,Yapay Zekâ Felsefesi,Philosophy of Artificial Intelligence
3,Zihin Felsefesi,Philosophy of Mind
3,İletişim Felsefesi,Philosophy of Communication
3,Mantık,Logic
3,Sistematik Felsefe (Diğer),Systematic Philosophy (Other)
2,Felsefe Tarihi,History of Philosophy
3,17. Yüzyıl Felsefesi,17th Century Philosophy
3,18. Yüzyıl Felsefesi,18th Century Philosophy
3,19. Yüzyıl Felsefesi,19th Century Philosophy
3,20. Yüzyıl Felsefesi,20th Century Philosophy
3,21. Yüzyıl Felsefesi,21st Century Philosophy
3,Aydınlanma (Felsefede Aydınlanma Tarihi),Enlightenment
3,Çağdaş Felsefe,"Contemporary
Philosophy"
3,Düşünce Tarihi,History of Ideas
3,Eskiçağ Felsefesi,Ancient Philosophy
3,Helenistik Felsefe,Hellenistic Philosophy
3,Kıta Felsefesi,"Continental
Philosophy"
3,Modern Felsefe,Modern Philosophy
3,Ortaçağ Felsefesi,Medieval Philosophy
3,Rönesans Felsefesi,Renaissance Philosophy
3,Türkiye’de Felsefe,Philosophy in Turkiye
3,Uzakdoğu Felsefesi,Eastern Philosophies
3,Mantık Tarihi,History of Logic
3,Türk Düşünce Tarihi,History of Turkish Ideas
3,Felsefe Tarihi (Diğer),History of Philosophy (Other)
2,Uygulamalı Felsefe,Applied Philosophy
3,Biyoetik,Bioethics
3,"Çocuklar için
Felsefe","Philosophy for
Children"
3,Felsefe Öğretimi,Teaching Philosophy
3,Felsefi Danışmanlık,Philosophical Counselling
3,İletişim Etiği,Communication Ethics
3,Meslek Etiği,Professional Ethics
3,Tıp Etiği,Medical Ethics
3,Uygulamalı Etik,Applied Ethics
3,Uygulamalı Felsefe(Diğer),Applied Philosophy (Other)
1,Fizik,Physical Sciences
2,Astronomik Bilimler,Astronomical Sciences
3,Astrobiyoloji,Astrobiology
3,Astronomik Aygıtlar,Astronomical Instrumentation
3,Galaktik Astronomi,Galactic Astronomy
3,Genel Görelilik ve Çekimsel Dalgalar,General Relativity and Gravitational Waves
3,Gezegen Bilimi (Güneş Sistemi ve Gezegen Jeolojisi hariç),Planetary Science (Excl. Solar System and Planetary Geology)